query,reference,label,prediction,generated_label
ED_aapmoal,GD-aaltied-wuir-hai-ofblaft-omdat-e-zo-swaart-was,0,0.8107940223125077,0
ED_aapmoal,GD-aan-de-kaande-stonden-de-pabbe-en-moeke-van-t-jonkje,0,0.7812651033926208,0
ED_aapmoal,GD-achteraan-in-dtoene-ston-n-hege,0,0.7566913886677806,0
ED_aapmoal,GD-alemoal-in-haile-mooie-klaaier,0,0.8659621104860762,0
ED_aapmoal,GD-allainde-n-beetje-klaainer-en-platter,0,0.7793580882495821,0
ED_aapmoal,GD-binnen-twij-tellen-lag-e-zulf-ook-in-zien-waarme-nussie,0,0.8183289726165421,0
ED_aapmoal,GD-de-keunegin-zat-noast-hom-en-huil-zien-pootje-vaste,0,0.8335861651695694,0
ED_aapmoal,GD-de-keunk-hong-hom-om-wiert-zien-nekke,0,0.7542927329055711,0
ED_aapmoal,GD-der-was-ais-n-jonkie-dat-geern-dreumen-wol-mor-nait-dreumen-kon,0,0.8208388648020553,0
ED_aapmoal,GD-dien-tromme-nait-vergeten,0,0.7954481917287741,0
ED_aapmoal,GD-doalek-het-dij-hond-ale-honden-in-de-buurt-verteld-hou-flink-t-swaarde-hondje-is,0,0.7928449116914832,0
ED_aapmoal,GD-doar-mog-e-op-traktaaiern,0,0.7697718881725767,0
ED_aapmoal,GD-doar-paasde-zai-ins-nait-tussen-met-heur-korde-nachtponne-aan,0,0.7589118750466247,0
ED_aapmoal,GD-dou-aal-vlugger-en-vlugger,0,0.8029974446007563,0
ED_aapmoal,GD-dou-gingen-de-mensen-weer-zitten,0,0.7565976946006878,0
ED_aapmoal,GD-dou-hai-zo-wit-was-as-snij-runde-t-hondje-haard-weg,0,0.8268388294693647,0
ED_aapmoal,GD-dou-mie-aine,0,0.8267395398363511,0
ED_aapmoal,GD-dou-was-der-meziek-in-de-koele-onder-de-hege,0,0.8131136085176334,0
ED_aapmoal,GD-eerst-hail-zachies-bewogen-heur-handen-over-de-toetsen,0,0.7651064116636697,0
ED_aapmoal,GD-en-ain-van-zien-stroalen-vuil-op-de-mooie-widde-staine,0,0.7600853982463021,0
ED_aapmoal,GD-en-bie-dij-hege-ston-n-swieniegel,0,0.817871281101062,0
ED_aapmoal,GD-en-de-prachtege-klanken-vulden-de-haile-zoal,0,0.7301458605617923,0
ED_aapmoal,GD-en-doar-zatten-ze-van-smorgens-vroug-tot-soavends-loat-in,0,0.7712047526182131,0
ED_aapmoal,GD-en-even-loater-was-t-net-of-ze-optild-wor,0,0.8149067055738879,0
ED_aapmoal,GD-en-hai-gaf-hom-n-stotje-in-de-rogge,0,0.7798152996193306,0
ED_aapmoal,GD-en-hai-gaf-hom-nog-n-stiever-stotje,0,0.801345317335169,0
ED_aapmoal,GD-en-hai-snurkde-n-beetje,0,0.7552418636864497,0
ED_aapmoal,GD-en-hai-was-hail-glad,0,0.8096013773853081,0
ED_aapmoal,GD-en-in-heur-handen-haar-ze-klongel,0,0.7953897922848184,0
ED_aapmoal,GD-en-je-mozzen-wel-zingen-of-je-wollen-of-nait,0,0.7950640286724457,0
ED_aapmoal,GD-en-midden-in-dij-kertonnen-deuze-lag-n-lutje-hondje,0,0.7990078371818563,0
ED_aapmoal,GD-en-nou-haar-paulien-van-alfred-toch-zon-mooie-staine-kregen,0,0.7802103756798969,0
ED_aapmoal,GD-en-t-doppie-van-n-colavlezze-druig-e-as-krountje,0,0.7851679818218364,0
ED_aapmoal,GD-en-veurdat-ze-der-op-verdocht-was-stapte-ze-n-grode-schouwburgzoal-binnen,0,0.7680619696159627,0
ED_aapmoal,GD-en-wat-haar-ze-n-nuver-snoetje,0,0.7522264193565542,0
ED_aapmoal,GD-en-weg-was-de-grode-schouwburg-mit-mensen,0,0.8538452247187663,0
ED_aapmoal,GD-gain-moane-meer-te-zain,0,0.8098100628240789,0
ED_aapmoal,GD-gefeliciteerd-mit-dien-verjoardag,0,0.7699411635520466,0
ED_aapmoal,GD-gelokkeg-scheen-de-moane-mit-volle-wangen,0,0.7762387369605606,0
ED_aapmoal,GD-gelukkeg-haar-n-aander-hond-vanuut-de-veerte-ales-zain,0,0.8276136041816141,0
ED_aapmoal,GD-haalverwege-de-nacht-zag-ze-inains-dat-moane-deur-heur-roam-keek,0,0.8506488161129925,0
ED_aapmoal,GD-haar-ze-nou-dreumd,0,0.8079761147019409,0
ED_aapmoal,GD-hai-keek-heur-hail-wies-aan,0,0.7748616303293573,0
ED_aapmoal,GD-hai-leek-wel-n-kloune-braaigoaren-zo-zachte-en-zo-rond,0,0.7937774670216604,0
ED_aapmoal,GD-hai-schoof-wat-noar-ondern-tou-en-visde-de-kopstubber-mit-zien-blode-vouten-noar-zok-tou,0,0.8443409073743816,0
ED_aapmoal,GD-hai-sluip-en-meer-niks,0,0.8155114550739975,0
ED_aapmoal,GD-hai-sluip,0,0.8046285937370489,0
ED_aapmoal,GD-hai-woont-op-n-hail-schier-stee-onder-dhege,0,0.7933713360917589,0
ED_aapmoal,GD-hailmoal-in-n-knoedeltje-op-n-dikke-waarme-scheuveltruie,0,0.8136285750519012,0
ED_aapmoal,GD-heur-ol-pobbe-dij-aaltied-mit-op-berre-ging,0,0.815628782359907,0
ED_aapmoal,GD-hier-zit-ter-aine,0,0.7390175933609443,0
ED_aapmoal,GD-ik-wol-dat-ik-hail-mooi-pioanospeulen-kon,0,0.8411917212930637,0
ED_aapmoal,GD-in-zeuvenhuzen-was-ais-n-routswaart-hondje-dij-nooit-mit-aander-hondjes-mitdoun-mog-as-ze-aan-t-speulen-waren,0,0.8200388934633163,0
ED_aapmoal,GD-in-zien-kertonnen-deuze-noast-berre,0,0.7806622974029758,0
ED_aapmoal,GD-inains-docht-ze-aan-heur-pioanoles-dij-ze-vanmiddag-haildal-verbruddeld-haar,0,0.8243620309308187,0
ED_aapmoal,GD-inains-lag-ze-weer-op-berre-en-dou-ze-heur-ogen-open-dee-was-t-nog-routduuster,0,0.8003176638026244,0
ED_aapmoal,GD-langzoam-ston-paulien-op-en-luip-noar-de-raande-van-t-teneel-en-boog-noar-ale-kaanten,0,0.7999614604231728,0
ED_aapmoal,GD-loat-ais-zain,0,0.8010388830281244,0
ED_aapmoal,GD-midden-in-de-keuken-ston-n-kertonnen-deuze,0,0.7578352077713354,0
ED_aapmoal,GD-mit-steert-tussen-de-pootjes-luip-hai-den-mor-weer-vot-en-jankde-zachies-veur-zok-uut,0,0.7605934773412726,0
ED_aapmoal,GD-mit-zien-staarke-tanden-trok-hai-t-jonkje-aan-de-kleren-uut-t-wotter,0,0.8180290829224744,0
ED_aapmoal,GD-mor-dat-zag-gelokkeg-gainaine,0,0.7688465840167223,0
ED_aapmoal,GD-mor-de-stroalen-schitterden-zo-dat-t-haile-koamertje-der-licht-van-wor,0,0.7541475403478868,0
ED_aapmoal,GD-mor-deur-t-wotter-was-aal-t-vaarve-derof-goan-en-nou-was-t-hondje-weer-net-zo-swaart-as-veurtied,0,0.8582855164867866,0
ED_aapmoal,GD-mor-dou-ze-goud-keek-zag-ze-dat-t-n-klaain-vogeltje-was,0,0.8299258207758164,0
ED_aapmoal,GD-mor-hou-paulien-ook-keek-was-gain-moane-te-zain,0,0.8155232400961728,0
ED_aapmoal,GD-mor-ik-mout-hom-eerst-nog-luustern-leren,0,0.754373248512542,0
ED_aapmoal,GD-mor-t-is-gain-gewone-staine,0,0.7721684251710175,0
ED_aapmoal,GD-mor-t-mooie-licht-was-vot,0,0.842896891528695,0
ED_aapmoal,GD-mor-wie-reken-op-die,0,0.7755802632707858,0
ED_aapmoal,GD-moust-mor-kieken,0,0.8215454167412044,0
ED_aapmoal,GD-n-haile-gehaimzinnege-hudde-hur,0,0.727278816973224,0
ED_aapmoal,GD-n-stout-jonkie-was-stiekem-in-t-wotter-goan-mor-hai-kon-nait-ains-zwemmen,0,0.7801183600118794,0
ED_aapmoal,GD-n-swaartwidde-swieniegel-mit-n-broen-neusie,0,0.7768880772185471,0
ED_aapmoal,GD-n-wens-doun-zee-dat-vogeltje,0,0.8656030011672086,0
ED_aapmoal,GD-net-of-der-n-lampie-in-brandde,0,0.7859419517385933,0
ED_aapmoal,GD-nou-den-zel-t-wel-zo-wezen,0,0.7846358640348845,0
ED_aapmoal,GD-nou-mag-hai-aaltied-mit-heur-mitspeulen-en-dat-vindt-t-routswaarde-hondje-nog-t-mooiste-van-t-haile-verhoal,0,0.8232070446291628,0
ED_aapmoal,GD-nou-ston-dat-lutje-hondje-in-de-keuken,0,0.7776195762389952,0
ED_aapmoal,GD-of-n-swaart-schoap-zuiken-tussen-n-haile-bulde-witten,0,0.7949568380301101,0
ED_aapmoal,GD-of-was-de-widde-staine-n-echte-toverstaine,0,0.7813956307038286,0
ED_aapmoal,GD-op-n-dag-haar-t-routswaarde-hondje-n-plan,0,0.8000069036877903,0
ED_aapmoal,GD-op-n-flewailen-kuzzentje-lag-n-golden-medallie-aan-n-rood-zieden-lint,0,0.7679976475838597,0
ED_aapmoal,GD-opa-lagde-nait,0,0.7736139442593478,0
ED_aapmoal,GD-pa-en-moe-en-oma-mozzen-der-haard-om-laggen,0,0.8211364667431433,0
ED_aapmoal,GD-paulien-en-alfred-haren-de-haile-dag-speuld-in-de-dreuge-sloot-dij-tussen-baaide-huzen-lag,0,0.7838342333949359,0
ED_aapmoal,GD-paulien-keek-ter-noar,0,0.7253075893571048,0
ED_aapmoal,GD-paulien-kreeg-n-dikke-bos-bloumen-mit-laange-blaauwe-linten-der-aan,0,0.7476609871410724,0
ED_aapmoal,GD-paulien-legde-staine-op-t-nachtkassie-noast-heur-berre,0,0.7797362527473068,0
ED_aapmoal,GD-paulien-woonde-aan-aaine-kaande-en-alfred-aan-daander-kaande,0,0.7629283984929163,0
ED_aapmoal,GD-snommedags-kwammen-opa-en-oma-op-veziede,0,0.819468278332808,0
ED_aapmoal,GD-soavends-dou-paulien-op-berre-mos-luit-ze-hom-aan-moe-zain,0,0.8195912940509533,0
ED_aapmoal,GD-stil-zaten-de-mensen-te-luustern,0,0.7897605276042448,0
ED_aapmoal,GD-t-hondje-bedochde-zok-nait-en-sprong-de-viever-in,0,0.7885057759805738,0
ED_aapmoal,GD-t-hondje-ging-der-op-zien-ruggie-in-liggen-en-draaide-zok-om-en-om,0,0.7882989671965999,0
ED_aapmoal,GD-t-leek-wel-of-e-haildal-licht-wor,0,0.8035677879326377,0
ED_aapmoal,GD-t-leek-wel-of-ze-zo-uut-n-vertelster-stapt-was,0,0.8068590844310586,0
ED_aapmoal,GD-t-leken-net-vogels,0,0.8526933736043228,0
ED_aapmoal,GD-t-volk-in-de-zoal-ging-stoan-en-klapte-in-handen-en-der-kwam-gain-ende-aan,0,0.8138046375826078,0
ED_aapmoal,GD-t-was-ook-ja-n-hail-biezundere-swieniegel,0,0.8126864661497417,0
ED_aapmoal,GD-t-wor-stil-in-de-zoal-en-paulien-begon-te-speulen,0,0.7830228513149688,0
ED_aapmoal,GD-tegelstroatje-wuir-hailendal-wit,0,0.7993495046600912,0
ED_aapmoal,GD-uut-nijsgiereghaid-runde-t-hondje-noar-de-viever-in-t-paark,0,0.7615242131928547,0
ED_aapmoal,GD-van-wel-hest-dij-kregen,0,0.782473951948355,0
ED_aapmoal,GD-verwonderd-heurde-paulien-dat-aan,0,0.771074630140107,0
ED_aapmoal,GD-wat-kon-hom-t-ook-verschelen,0,0.7906083589470706,0
ED_aapmoal,GD-wat-mos-ze-den-wensen,0,0.8312141771334203,0
ED_aapmoal,GD-wat-n-prachtege-swieniegel-was-dat,0,0.8091968318557166,0
ED_aapmoal,GD-wat-prikt-dat-aan-mien-tonen,0,0.7873559361612757,0
ED_aapmoal,GD-wiert-dronk-zien-bekertje-in-ainmoal-leeg,0,0.8377915200418875,0
ED_aapmoal,GD-wiert-ging-mit-klaaine-stappies-noar-de-keunk-tou,0,0.8270078316737149,0
ED_aapmoal,GD-wiert-mos-der-aalweg-noar-kieken,0,0.7992138403803121,0
ED_aapmoal,GD-woar-heur-laange-blode-bainen-onderuut-staken,0,0.7501105865547998,0
ED_aapmoal,GD-woar-waren-heur-mooie-bloumen-mit-de-laange-linten,0,0.8435217668252142,0
ED_aapmoal,GD-zachies-schoof-t-grode-pluzen-gedien-dicht,0,0.740756539250629,0
ED_aapmoal,GD-ze-druigen-golden-schoaltjes-mit-keze-en-siepeltjes-versierd-mit-vlaggies,0,0.8230460173966901,0
